,awardYear,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.rel,links.href,links.action,links.types,dateAwarded,topMotivation.en,topMotivation.se,0,id,knownName,links,motivation,orgName,portion,sortOrder
313,1963,265000,2839286,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1963,Get,application/json,,,,,78,{'en': 'Eugene Wigner'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/78', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles', 'se': 'för hans insatser inom teorien för atomkärnorna och elementarpartiklarna, särskilt genom upptäckten och tillämpningen av fundamentala symmetriprinciper'}",,1/2,1
314,1963,265000,2839286,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1963,Get,application/json,,,,,375,{'en': 'Sir John Eccles'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/375', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane', 'se': 'för deras upptäckter rörande jonmekanismerna vid retning och hämning i nervcellernas perifera och centrala membranavsnitt'}",,1/3,1
315,1964,273000,2828039,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1964,Get,application/json,,,,,230,{'en': 'Dorothy Crowfoot Hodgkin'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/230', 'action': 'Get', 'types': 'application/json'}","{'en': 'for her determinations by X-ray techniques of the structures of important biochemical substances', 'se': 'för hennes med röntgenmetoder utförda bestämningar av biokemiskt viktiga ämnens byggnad'}",,1,1
316,1964,273000,2828039,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1964,Get,application/json,,,,,637,{'en': 'Jean-Paul Sartre'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/637', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age', 'se': 'för hans idérika författarskap, som genom sin frihetsanda och sanningssträvan har utövat ett vidsträckt inflytande i vår samtid'}",,1,1
317,1964,273000,2828039,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1964,Get,application/json,1964-10-14,,,,524,{'en': 'Martin Luther King Jr.'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/524', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his non-violent struggle for civil rights for the Afro-American population', 'no': 'for sin ikke-voldelige kamp for den afroamerikanske befolkningens borgerrettigheter'}",,1,1
318,1964,273000,2828039,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1964,Get,application/json,,,,,81,{'en': 'Charles H. Townes'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/81', 'action': 'Get', 'types': 'application/json'}","{'en': 'for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle', 'se': 'för grundläggande arbeten inom kvantelektroniken, som lett till framställning av oscillatorer och förstärkare enligt maser-laserprincipen'}",,1/2,1
319,1964,273000,2828039,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1964,Get,application/json,,,,,378,{'en': 'Konrad Bloch'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/378', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism', 'se': 'för deras upptäckter rörande kolesterol - och fettsyreomsättningens mekanism och reglering'}",,1/2,1
320,1965,282000,2782895,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1965,Get,application/json,,,,,231,{'en': 'Robert B. Woodward'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/231', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his outstanding achievements in the art of organic synthesis', 'se': 'för hans förtjänster om den organiska synteskonstens utveckling'}",,1,1
321,1965,282000,2782895,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1965,Get,application/json,,,,,638,{'en': 'Mikhail Sholokhov'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/638', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people', 'se': 'för den konstnärliga kraft och ärlighet, varmed han i sitt Donska epos har gestaltat ett historiskt skede i ryska folkets liv'}",,1,1
322,1965,282000,2782895,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1965,Get,application/json,1965-10-26,,,,525,,"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/525', 'action': 'Get', 'types': 'application/json'}","{'en': 'for its effort to enhance solidarity between nations and reduce the difference between rich and poor states', 'no': 'for sin innsats for å styrke solidariteten mellom nasjoner og redusere forskjellen mellom rike og fattige stater'}","{'en': ""United Nations Children's Fund"", 'no': 'FNs Barnefond (UNICEF)'}",1,1
323,1965,282000,2782895,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1965,Get,application/json,,,,,84,{'en': 'Sin-Itiro Tomonaga'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/84', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles', 'se': 'för deras fundamentala insats inom kvantelektrodynamiken, med djupgående konsekvenser för elementarpartikelfysiken'}",,1/3,1
324,1965,282000,2782895,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1965,Get,application/json,,,,,380,{'en': 'François Jacob'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/380', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning genetic control of enzyme and virus synthesis', 'se': 'för deras upptäckter rörande genetisk styrning av enzym - och virussyntes'}",,1/3,1
325,1966,300000,2784653,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1966,Get,application/json,,,,,232,{'en': 'Robert S. Mulliken'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/232', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method', 'se': 'för hans grundläggande arbeten över kemisk bindning och molekylers elektronstruktur medelst molekylorbitalmetoden'}",,1,1
326,1966,300000,2784653,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1966,Get,application/json,,,,,639,{'en': 'Shmuel Agnon'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/639', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his profoundly characteristic narrative art with motifs from the life of the Jewish people', 'se': 'för hans djupt karaktärsfulla berättarkonst med motiv från det judiska folkets liv'}",,1/2,1
327,1966,300000,2784653,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1966,Get,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,,,,,,,
328,1966,300000,2784653,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1966,Get,application/json,,,,,87,{'en': 'Alfred Kastler'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/87', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery and development of optical methods for studying Hertzian resonances in atoms', 'se': 'för upptäckt och utveckling av optiska metoder för studiet av hertzska resonanser i atomer'}",,1,1
329,1966,300000,2784653,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1966,Get,application/json,,,,,383,{'en': 'Peyton Rous'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/383', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his discovery of tumour-inducing viruses', 'se': 'för hans upptäckt rörande tumörframkallande virus'}",,1/2,1
330,1967,320000,2843602,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1967,Get,application/json,,,,,233,{'en': 'Manfred Eigen'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/233', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy', 'se': 'för deras undersökningar av ytterst snabba kemiska reaktioner genom jämviktsstörning med kortvariga energipulser'}",,1/2,1
331,1967,320000,2843602,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1967,Get,application/json,,,,,641,{'en': 'Miguel Angel Asturias'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/641', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America', 'se': 'för hans färgstarka diktning med rötter i folklig egenart och indianska traditioner'}",,1,1
332,1967,320000,2843602,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1967,Get,application/json,,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.,,,,,,,,,
333,1967,320000,2843602,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1967,Get,application/json,,,,,88,{'en': 'Hans Bethe'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/88', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars', 'se': 'för hans insatser inom teorien för kärnreaktioner, särskilt hans upptäckter rörande energialstringen i stjärnorna'}",,1,1
334,1967,320000,2843602,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1967,Get,application/json,,,,,385,{'en': 'Ragnar Granit'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/385', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the primary physiological and chemical visual processes in the eye', 'se': 'för deras upptäckter rörande de primära fysiologiska och kemiska synprocesserna i ögat'}",,1/3,1
335,1968,350000,3052326,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1968,Get,application/json,,,,,236,{'en': 'Lars Onsager'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/236', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes', 'se': 'för upptäckten av de efter honom uppkallade reciprocitetsrelationerna, som är grundläggande för den irreversibla termodynamiken'}",,1,1
336,1968,350000,3052326,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1968,Get,application/json,,,,,642,{'en': 'Yasunari Kawabata'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/642', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind', 'se': 'för hans berättarkonst, som med fin känsla uttrycker japanskt väsen i dess egenart'}",,1,1
337,1968,350000,3052326,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1968,Get,application/json,1968-10-09,,,,526,{'en': 'René Cassin'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/526', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his struggle to ensure the rights of man as stipulated in the UN Declaration', 'no': 'for sin kamp for å sikre menneskerettighetene i tråd med det som er nedfelt i FN-erklæringen'}",,1,1
338,1968,350000,3052326,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1968,Get,application/json,,,,,89,{'en': 'Luis Alvarez'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/89', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis', 'se': 'för hans avgörande insatser inom elementarpartikelfysiken, särskilt upptäckten av ett stort antal resonanstillstånd, möjliggjord genom hans utveckling av tekniken med vätebubbelkammare och dataanalys'}",,1,1
339,1968,350000,3052326,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1968,Get,application/json,,,,,388,{'en': 'Robert W. Holley'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/388', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their interpretation of the genetic code and its function in protein synthesis', 'se': 'för deras upptäckter rörande tolkningen av den genetiska koden och dennas funktion vid proteinsyntes'}",,1/3,1
340,1969,375000,3181561,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1969,Get,application/json,,,,,237,{'en': 'Derek Barton'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/237', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their contributions to the development of the concept of conformation and its application in chemistry', 'se': 'för deras insatser för konformationsbegreppets utveckling och tillämpning inom kemien'}",,1/2,1
341,1969,375000,3181561,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1969,Get,application/json,,,,,677,{'en': 'Ragnar Frisch'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/677', 'action': 'Get', 'types': 'application/json'}","{'en': 'for having developed and applied dynamic models for the analysis of economic processes', 'se': 'för utveckling och användning av dynamiska modeller för analys av ekonomiska förlopp'}",,1/2,1
342,1969,375000,3181561,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1969,Get,application/json,,,,,643,{'en': 'Samuel Beckett'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/643', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation', 'se': 'för en diktning som i nya former för roman och drama ur nutidsmänniskans blottställdhet hämtar sin konstnärliga resning'}",,1,1
343,1969,375000,3181561,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1969,Get,application/json,1969-10-20,,,,527,,"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/527', 'action': 'Get', 'types': 'application/json'}","{'en': 'for creating international legislation insuring certain norms for working conditions in every country', 'no': 'for å ha utarbeidet en internasjonal lovgivning som sikrer visse standarder i arbeidslivet i alle land'}","{'en': 'International Labour Organization', 'no': 'Den Internasjonale Arbeidsorganisasjon (ILO)'}",1,1
344,1969,375000,3181561,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1969,Get,application/json,,,,,90,{'en': 'Murray Gell-Mann'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/90', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his contributions and discoveries concerning the classification of elementary particles and their interactions', 'se': 'för hans bidrag och upptäckter beträffande klassificeringen av elementarpartiklarna och deras växelverkan'}",,1,1
345,1969,375000,3181561,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1969,Get,application/json,,,,,391,{'en': 'Max Delbrück'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/391', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the replication mechanism and the genetic structure of viruses', 'se': 'för deras upptäckter rörande virus förökningsmekanism och genetiska struktur'}",,1/3,1
346,1970,400000,3177966,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1970,Get,application/json,1970-10-27,,,,239,{'en': 'Luis Leloir'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/239', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates', 'se': 'för hans upptäckt av sockernukleotider och deras funktion vid biosyntesen av kolhydrater'}",,1,1
347,1970,400000,3177966,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1970,Get,application/json,1970-10-26,,,,679,{'en': 'Paul A. Samuelson'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/679', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science', 'se': 'för de arbeten genom vilka han utvecklat den statiska och dynamiska ekonomiska teorien och verksamt bidragit till att höja den analystekniska nivån inom den ekonomiska vetenskapen'}",,1,1
348,1970,400000,3177966,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1970,Get,application/json,1970-10-08,,,,644,{'en': 'Alexandr Solzhenitsyn'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/644', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the ethical force with which he has pursued the indispensable traditions of Russian literature', 'se': 'för den etiska kraft varmed han fullföljt den ryska litteraturens omistliga traditioner'}",,1,1
349,1970,400000,3177966,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1970,Get,application/json,1970-10-21,,,,528,{'en': 'Norman Borlaug'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/528', 'action': 'Get', 'types': 'application/json'}","{'en': 'for having given a well-founded hope - the green revolution', 'no': 'for å ha skapt et velbegrunnet håp - den grønne revolusjonen'}",,1,1
350,1970,400000,3177966,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1970,Get,application/json,1970-10-27,,,,91,{'en': 'Hannes Alfvén'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/91', 'action': 'Get', 'types': 'application/json'}","{'en': 'for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics', 'se': 'för grundläggande insatser och upptäckter inom magnetohydrodynamiken med fruktbärande tillämpningar inom olika områden av plasmafysiken'}",,1/2,1
351,1970,400000,3177966,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1970,Get,application/json,1970-10-15,,,,394,{'en': 'Sir Bernard Katz'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/394', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation', 'se': 'för deras upptäckter rörande signalsubstanser i nervcellernas kontaktorgan och mekanismerna för deras upplagring, frisättning och inaktivering'}",,1/3,1
352,1971,450000,3321850,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1971,Get,application/json,,,,,240,{'en': 'Gerhard Herzberg'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/240', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals', 'se': 'för hans bidrag till kännedomen om elektronstruktur och geometri hos molekyler, särskilt fria radikaler'}",,1,1
353,1971,450000,3321850,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1971,Get,application/json,,,,,680,{'en': 'Simon Kuznets'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/680', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development', 'se': 'för hans empiriskt baserade tolkning av ekonomisk tillväxt som lett till ny och fördjupad insikt i den ekonomiska och sociala strukturen och utvecklingsprocessen'}",,1,1
354,1971,450000,3321850,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1971,Get,application/json,,,,,645,{'en': 'Pablo Neruda'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/645', 'action': 'Get', 'types': 'application/json'}","{'en': ""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams"", 'se': 'för en poet, som med verkan av en naturkraft levandegör en världsdels öden och drömmar'}",,1,1
355,1971,450000,3321850,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1971,Get,application/json,1971-10-21,,,,529,{'en': 'Willy Brandt'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/529', 'action': 'Get', 'types': 'application/json'}","{'en': 'for paving the way for a meaningful dialogue between East and West', 'no': 'for å ha banet vei for en meningsfylt dialog mellom Øst og Vest'}",,1,1
356,1971,450000,3321850,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1971,Get,application/json,,,,,93,{'en': 'Dennis Gabor'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/93', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his invention and development of the holographic method', 'se': 'för hans uppfinning och utveckling av den holografiska metoden'}",,1,1
357,1971,450000,3321850,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1971,Get,application/json,,,,,397,"{'en': 'Earl W. Sutherland, Jr.'}","{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/397', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his discoveries concerning the mechanisms of the action of hormones', 'se': 'för hans upptäckter rörande hormoners verkningsmekanismer'}",,1,1
